"Company","Product_Type","Production_Year","Greenhouse_Gas_Emissions","Pollutants_Emitted","Water_Consumption","Energy_Consumption","Waste_Generation","Sales_Revenue"
"Adidas","Organic_Cotton",2020,4543,9,6418,1266,222,442796
"Urban Outfitters","Organic_Cotton",2022,4357,10,7720,1382,196,524217
"Urban Outfitters","Organic_Cotton",2020,3646,13,6977,702,181,455057
"Zara","Organic_Cotton",2018,4064,15,5687,1323,167,486309
"Urban Outfitters","Organic_Cotton",2022,2989,12,7217,883,178,559385
"Zara","Organic_Cotton",2019,3945,14,7036,1152,195,532115
"Adidas","Organic_Cotton",2020,5314,12,6453,832,196,493897
"Forever 21","Organic_Cotton",2021,2754,24,5682,888,227,493577
"Adidas","Organic_Cotton",2021,5510,24,6926,1207,142,514946
"Urban Outfitters","Organic_Cotton",2019,3441,15,7216,770,151,469638
"Zara","Organic_Cotton",2022,4569,19,5878,988,172,427548
"Zara","Organic_Cotton",2022,3439,16,5279,737,156,477474
"Forever 21","Organic_Cotton",2019,1977,22,6355,745,198,549839
"Nike","Organic_Cotton",2020,2327,23,6120,776,199,473448
"Nike","Organic_Cotton",2020,4372,20,7135,1327,211,570591
"Nike","Organic_Cotton",2020,1864,17,7687,1240,149,458498
"Zara","Organic_Cotton",2019,4601,16,5850,1432,238,537120
"Forever 21","Organic_Cotton",2021,4166,14,7134,782,198,565283
"Urban Outfitters","Organic_Cotton",2022,3097,22,6398,801,166,453116
"Urban Outfitters","Organic_Cotton",2022,3324,11,4700,1307,216,575607
"Forever 21","Organic_Cotton",2019,1880,23,6246,1181,193,543246
"Zara","Organic_Cotton",2019,3050,15,6509,838,182,538885
"Forever 21","Linen",2022,5941,18,5946,716,160,594890
"Urban Outfitters","Linen",2018,4944,21,6692,730,206,525361
"Urban Outfitters","Linen",2019,3007,13,7067,1260,225,524701
"Zara","Linen",2021,2065,24,6747,976,171,530980
"Nike","Linen",2018,5225,12,7431,1084,189,477750
"Forever 21","Linen",2021,2026,24,7281,744,189,431528
"Forever 21","Linen",2018,4821,24,5916,1477,190,511317
"Nike","Linen",2020,2394,9,5877,1336,167,446209
"Adidas","Linen",2018,4787,21,4337,1255,155,538324
"Nike","Linen",2018,3195,21,6014,1455,118,519986
"Nike","Linen",2021,4000,24,5355,1164,251,573833
"Zara","Linen",2021,2592,18,4713,1341,223,446808
"Nike","Linen",2022,2525,20,7141,1241,233,488430
"Urban Outfitters","Linen",2022,2833,23,5208,812,165,451441
"Urban Outfitters","Linen",2020,3295,15,6559,915,150,489466
"Forever 21","Linen",2021,2303,14,6672,902,127,492021
"Adidas","Linen",2019,2387,10,7569,1468,179,446248
"Nike","Linen",2019,3327,18,5857,774,119,435705
"Adidas","Linen",2018,3276,20,6524,1335,130,445082
"Nike","Linen",2021,3326,23,7079,1109,162,544212
"Urban Outfitters","Linen",2021,2826,25,6222,921,212,481915
"Zara","Linen",2020,3505,9,6591,1108,157,559714
"Urban Outfitters","Linen",2019,2266,11,6413,1131,134,502210
"Zara","Linen",2019,4261,25,5697,801,236,442412
"Urban Outfitters","Linen",2021,4576,25,4075,1325,225,493018
"Nike","Linen",2018,5639,18,6866,1112,149,551195
"Forever 21","Linen",2021,4653,21,6059,1240,170,462482
"Nike","Linen",2018,2613,9,4584,1138,143,592109
"Urban Outfitters","Linen",2022,4421,22,6703,1035,127,551707
"Nike","Linen",2021,1918,9,6974,735,223,576175
"Adidas","Linen",2021,3915,23,4835,1048,143,457661
"Adidas","Linen",2020,3636,19,6960,1086,188,448051
"Zara","Linen",2020,5692,13,7132,1332,184,530900
"Urban Outfitters","Linen",2020,4776,17,5213,1191,172,434864
"Nike","Linen",2022,2275,18,5513,1222,148,584413
"Urban Outfitters","Linen",2019,3264,11,7114,1142,192,499859
"Zara","Linen",2019,3218,9,7205,958,175,500074
"Zara","Linen",2018,3186,18,7872,1346,190,461070
"Zara","Linen",2018,1859,21,7290,1130,203,446231
"Urban Outfitters","Linen",2021,2845,21,5621,1482,140,580765
"Adidas","Linen",2021,3477,15,4003,1003,168,448953
"Zara","Linen",2020,3701,21,4524,1133,163,544112
"Urban Outfitters","Linen",2021,3372,23,5489,1045,191,594423
"Adidas","Linen",2020,3529,14,6481,1321,160,450024
"Zara","Linen",2021,2349,25,5651,885,246,526531
"Urban Outfitters","Linen",2020,2748,17,6472,971,129,479754
"Zara","Linen",2020,4044,12,7406,984,251,484886
"Zara","Linen",2018,3401,25,4173,1118,157,446651
"Adidas","Linen",2019,2607,25,5486,1122,190,524818
"Urban Outfitters","Linen",2018,3473,9,6513,1029,224,464138
"Zara","Linen",2022,3929,14,6635,1494,141,554975
"Adidas","Linen",2021,2223,13,4266,1050,250,480380
"Zara","Linen",2019,2380,25,7050,703,190,456071
"Zara","Linen",2018,4751,15,6597,1077,169,552415
"Forever 21","Linen",2019,2289,14,6432,858,112,439941
"Nike","Linen",2022,4355,23,4925,1267,125,496176
"Adidas","Linen",2019,3733,24,7323,1348,118,431610
"Forever 21","Linen",2022,3026,19,7998,711,120,434483
"Forever 21","Linen",2022,3279,9,6571,1420,137,468900
"Forever 21","Linen",2020,3810,12,4476,1292,249,556388
"Adidas","Linen",2021,2316,18,6046,1246,200,424303
"Nike","Linen",2018,3095,17,6132,1238,168,531652
"Urban Outfitters","Linen",2020,3338,21,5851,919,198,582873
"Urban Outfitters","Linen",2019,4139,19,7991,1317,179,519662
"Nike","Linen",2022,1868,24,7878,1473,113,498541
"Urban Outfitters","Linen",2019,3329,9,7825,1330,130,492063
"Adidas","Linen",2020,3667,22,5416,1413,158,521153
"Urban Outfitters","Linen",2020,2240,18,7509,1183,188,453942
"Urban Outfitters","Linen",2018,4282,17,7215,1156,229,546174
"Forever 21","Linen",2019,4154,18,7367,827,255,579917
"Adidas","Linen",2022,2429,20,7066,964,236,443695
"Nike","Linen",2018,5091,9,5904,804,166,524974
"Urban Outfitters","Linen",2019,2905,11,6006,1463,252,471853
"Adidas","Linen",2022,3665,14,6584,847,171,526860
"Urban Outfitters","Linen",2022,5643,19,5724,1061,235,495814
"Zara","Linen",2021,2391,19,4613,1350,251,492372
"Nike","Linen",2020,2423,21,6836,1321,210,430920
"Adidas","Linen",2019,3341,21,7454,1068,209,460440
"Nike","Linen",2018,5101,20,7423,1125,207,529156
"Adidas","Linen",2020,4160,10,4607,1061,153,539518
"Adidas","Linen",2019,3949,23,7122,1424,142,574450
"Urban Outfitters","Linen",2022,1902,19,5395,1027,255,536492
"Adidas","Linen",2021,3407,9,7521,1160,244,483603
"Adidas","Linen",2021,4764,11,5441,1273,115,440039
"Urban Outfitters","Linen",2022,5518,21,6822,1279,205,544404
"Nike","Linen",2019,2318,14,5780,982,216,498578
"Urban Outfitters","Linen",2019,2251,13,5201,700,143,501107
"Adidas","Linen",2019,1951,15,7081,830,159,557300
"Forever 21","Linen",2022,3584,23,5174,997,186,591042
"Forever 21","Linen",2022,4667,25,5844,1006,209,576132
"Adidas","Linen",2018,2587,25,7614,787,118,444239
"Urban Outfitters","Linen",2021,3166,12,4542,1412,122,435373
"Nike","Linen",2019,4295,22,4221,989,151,542524
"Forever 21","Linen",2018,3884,24,6742,1304,244,484371
"Zara","Linen",2021,3195,22,4554,1094,194,510009
"Zara","Linen",2020,4829,12,4201,1364,200,530779
"Zara","Linen",2021,1924,9,5314,938,150,504386
"Adidas","Linen",2020,2980,10,6977,1061,199,534017
"Urban Outfitters","Linen",2022,3915,23,4067,1118,183,447916
"Zara","Linen",2022,3217,19,7233,1301,255,563276
"Adidas","Linen",2022,2908,16,6300,767,166,494347
"Forever 21","Linen",2018,5989,14,5593,1321,236,451665
"Adidas","Linen",2019,2725,15,6425,1141,220,549591
"Urban Outfitters","Linen",2020,2884,22,5715,1274,172,566517
"Adidas","Linen",2020,3657,10,5832,1129,230,447798
"Urban Outfitters","Linen",2020,1852,23,6460,926,234,520924
"Adidas","Linen",2021,1916,11,5402,930,209,474114
"Adidas","Linen",2022,2745,13,5526,927,119,582677
"Adidas","Linen",2022,5293,25,7281,1189,157,430415
"Nike","Linen",2021,5658,11,7566,1004,185,571258
"Nike","Linen",2019,4727,14,5837,979,232,529973
"Zara","Linen",2021,5395,19,5521,723,154,595081
"Urban Outfitters","Linen",2021,2096,25,6359,857,113,506547
"Forever 21","Linen",2020,2442,15,7735,840,185,480433
"Zara","Linen",2020,4314,16,6171,716,222,468683
"Adidas","Linen",2018,3672,13,7481,848,181,493363
"Nike","Linen",2021,2358,13,6643,908,124,549455
"Nike","Linen",2022,5536,15,5967,1500,162,442302
"Urban Outfitters","Linen",2021,3216,11,6956,943,238,560523
"Urban Outfitters","Linen",2019,2389,21,6532,1345,112,452853
"Zara","Linen",2021,2352,9,6873,1023,238,563669
"Zara","Linen",2019,4090,19,7207,1228,213,560518
"Nike","Linen",2018,4198,10,5976,1343,183,472666
"Forever 21","Linen",2019,3350,23,4095,1484,136,461216
"Forever 21","Linen",2022,2585,16,5374,935,229,462414
"Forever 21","Linen",2021,2604,13,7139,894,126,502233
"Nike","Linen",2022,3261,10,6301,884,157,485260
"Zara","Linen",2018,3453,19,4792,1017,238,463501
"Urban Outfitters","Linen",2019,4826,17,7846,1429,217,527771
"Adidas","Linen",2020,5196,23,7401,800,234,585507
"Adidas","Linen",2022,2685,18,6664,1203,193,500626
"Adidas","Linen",2022,3454,23,4369,956,163,590020
"Urban Outfitters","Linen",2018,2239,13,5524,1276,154,442329
"Nike","Linen",2019,2326,12,7188,1105,183,559930
"Nike","Linen",2021,2258,25,6104,1278,232,597785
"Adidas","Linen",2020,2113,21,6534,825,238,426658
"Forever 21","Linen",2022,3583,15,5528,1410,177,425991
"Forever 21","Linen",2020,5019,21,7814,1445,209,551803
"Adidas","Linen",2018,4032,16,6094,1253,165,458468
"Nike","Linen",2018,4409,23,5993,768,125,431713
"Nike","Linen",2021,3779,9,6211,927,232,428522
"Forever 21","Linen",2018,2044,16,5570,1389,243,479633
"Zara","Linen",2022,3633,18,4131,1102,254,594328
"Urban Outfitters","Linen",2022,2123,17,4963,1140,111,579635
"Zara","Linen",2020,3013,10,7621,843,242,554423
"Forever 21","Linen",2019,3499,24,6051,1060,169,582130
"Urban Outfitters","Linen",2020,2633,22,7344,979,177,587579
"Zara","Linen",2018,3498,20,7273,943,251,429057
"Forever 21","Linen",2019,2015,23,6121,1156,195,470545
"Nike","Linen",2018,3968,20,4468,897,163,491446
"Adidas","Linen",2019,5265,23,7681,1352,210,496721
"Adidas","Linen",2020,3020,22,7442,1391,217,468019
"Nike","Linen",2018,3176,12,6760,1267,146,432600
"Forever 21","Linen",2021,3931,25,5807,1223,248,574319
"Forever 21","Linen",2021,4980,15,6227,1443,110,467790
"Nike","Linen",2020,4521,17,6768,1068,205,428867
"Nike","Linen",2022,2194,18,5770,1451,120,493773
"Urban Outfitters","Linen",2020,1847,19,7972,744,158,583149
"Urban Outfitters","Linen",2021,3873,18,7189,980,192,522372
"Nike","Linen",2019,2346,13,7444,1488,244,450846
"Forever 21","Linen",2021,5798,20,6326,914,120,566538
"Adidas","Linen",2020,4113,10,4043,861,110,433310
"Urban Outfitters","Linen",2022,3573,10,4302,957,117,443892
"Nike","Linen",2021,2353,18,5233,849,195,551920
"Forever 21","Linen",2021,4647,22,6855,1328,188,482299
"Adidas","Linen",2019,1808,9,6734,1226,185,577389
"Nike","Linen",2019,5110,24,5618,1069,249,492398
"Urban Outfitters","Linen",2018,2912,24,4636,1342,255,560762
"Adidas","Linen",2022,3234,17,6304,1402,249,532225
"Adidas","Linen",2020,3811,17,5453,744,111,525716
"Nike","Polyester",2021,5676,20,6073,871,334,538867
"Nike","Polyester",2019,4512,19,5383,997,241,556631
"Adidas","Polyester",2019,5279,20,4191,1467,361,570768
"Nike","Polyester",2018,5442,22,5043,1067,223,583386
"Nike","Polyester",2019,2057,12,5587,1051,282,546854
"Urban Outfitters","Polyester",2021,5077,23,6106,779,223,570931
"Zara","Polyester",2019,4875,14,4359,1275,358,429176
"Zara","Polyester",2018,2414,11,4917,1324,284,507637
"Adidas","Polyester",2020,5950,24,4920,739,302,514698
"Forever 21","Polyester",2018,6178,13,5071,1336,248,444531
"Forever 21","Polyester",2022,5212,22,5229,807,228,543923
"Zara","Polyester",2020,3519,21,6962,1485,303,577412
"Nike","Polyester",2018,5842,13,4376,1083,315,471444
"Adidas","Polyester",2019,5490,21,6007,1079,334,532545
"Nike","Polyester",2018,3392,15,5575,1163,364,592456
"Zara","Polyester",2022,2463,23,4921,814,310,470519
"Zara","Polyester",2022,2451,18,4915,1020,245,581241
"Adidas","Polyester",2019,5389,10,4517,768,341,589125
"Nike","Polyester",2022,6054,13,5447,1020,282,596207
"Zara","Polyester",2020,3831,17,4273,1334,353,522729
"Adidas","Polyester",2022,5134,18,6047,1008,332,577995
"Zara","Polyester",2021,3970,17,4183,1269,286,495305
"Urban Outfitters","Polyester",2021,4477,18,5992,1231,348,470519
"Nike","Polyester",2018,4924,11,5633,961,317,482935
"Nike","Polyester",2018,2139,18,5375,1265,302,428891
"Nike","Polyester",2021,5859,21,4698,1082,366,508593
"Adidas","Polyester",2018,5449,11,7997,1224,281,470973
"Forever 21","Polyester",2019,4915,21,4723,1301,334,489093
"Nike","Polyester",2018,4183,12,4178,1151,230,521589
"Adidas","Polyester",2021,3080,24,4294,854,300,469321
"Adidas","Polyester",2019,2795,14,4808,1148,359,430239
"Adidas","Polyester",2020,4549,24,4652,1471,354,484022
"Forever 21","Polyester",2018,4632,17,7446,1240,241,497229
"Zara","Polyester",2022,3492,20,7016,1216,357,435997
"Urban Outfitters","Polyester",2019,5747,21,6459,1499,262,491835
"Adidas","Polyester",2022,3496,25,4430,837,277,444746
"Forever 21","Polyester",2022,5674,13,5630,1355,304,539847
"Adidas","Polyester",2020,5925,25,4881,1118,322,567392
"Nike","Polyester",2019,5248,25,4465,1463,245,544845
"Urban Outfitters","Polyester",2021,4978,10,7576,821,333,539192
"Urban Outfitters","Polyester",2021,3876,20,5574,1399,243,512373
"Adidas","Polyester",2018,4149,20,6119,832,240,544994
"Urban Outfitters","Polyester",2019,2964,22,4199,1012,322,476513
"Adidas","Polyester",2022,3991,12,4086,745,308,562774
"Adidas","Polyester",2022,4025,25,4141,1450,228,519754
"Nike","Polyester",2022,4781,10,4454,1092,245,541989
"Forever 21","Polyester",2020,6187,11,5419,797,328,498904
"Nike","Polyester",2022,2671,21,7873,1369,237,584162
"Nike","Polyester",2020,3552,14,5717,802,272,559872
"Urban Outfitters","Polyester",2022,5756,10,6443,872,225,598126
"Forever 21","Polyester",2020,5440,22,5648,1141,352,562151
"Nike","Polyester",2020,4683,20,4776,961,284,588722
"Adidas","Polyester",2019,3804,20,4275,741,223,518104
"Urban Outfitters","Polyester",2021,5374,23,7724,1134,279,534651
"Urban Outfitters","Polyester",2020,4702,17,5909,1107,368,552206
"Forever 21","Polyester",2022,4816,11,5083,996,353,570493
"Zara","Polyester",2021,5332,10,4804,810,317,592959
"Adidas","Polyester",2022,4874,24,5654,1464,228,497981
"Nike","Polyester",2019,5476,10,4468,1187,340,577044
"Forever 21","Polyester",2020,2041,14,5240,742,231,502522
"Nike","Polyester",2019,4966,18,5095,1165,283,515618
"Adidas","Polyester",2018,2559,22,6635,840,296,550165
"Forever 21","Polyester",2022,5404,9,4717,1419,316,543543
"Nike","Polyester",2022,2185,18,6820,1106,279,421763
"Nike","Polyester",2020,5464,12,6812,971,232,569273
"Forever 21","Polyester",2018,5374,18,4419,1336,297,506357
"Forever 21","Polyester",2018,3467,10,7317,843,301,514256
"Nike","Polyester",2021,4349,21,6109,1272,352,424097
"Nike","Polyester",2021,1996,20,4336,894,228,527150
"Forever 21","Polyester",2020,5792,25,4882,969,278,491856
"Zara","Polyester",2021,3216,16,4226,970,345,527059
"Adidas","Polyester",2018,3129,9,4442,1161,323,431261
"Urban Outfitters","Polyester",2022,4542,9,5560,848,274,595703
"Forever 21","Polyester",2022,4874,19,5306,823,257,557365
"Zara","Polyester",2019,4904,12,5386,915,335,539591
"Nike","Polyester",2021,2992,9,4810,1229,272,442224
"Nike","Polyester",2018,4867,15,6788,704,275,535662
"Zara","Polyester",2019,4686,15,4342,1074,333,556295
"Urban Outfitters","Polyester",2019,5524,19,4461,707,252,513387
"Adidas","Polyester",2021,4982,15,5079,1117,295,438074
"Urban Outfitters","Polyester",2020,2792,12,7805,1396,339,435515
"Forever 21","Polyester",2021,5321,10,6824,1005,324,460167
"Forever 21","Polyester",2019,2546,17,7315,1197,286,445082
"Zara","Polyester",2020,5906,14,7808,1458,242,555264
"Zara","Polyester",2022,4445,18,5630,1452,222,564787
"Adidas","Polyester",2020,4905,19,4866,1165,261,508473
"Zara","Polyester",2022,3043,12,7014,1302,360,470930
"Nike","Polyester",2020,2073,12,6846,1439,332,508893
"Urban Outfitters","Polyester",2019,5933,12,5210,1083,303,511895
"Adidas","Polyester",2019,1979,16,4808,959,260,542800
"Forever 21","Polyester",2019,4719,12,5745,855,228,489847
"Urban Outfitters","Polyester",2022,5435,21,4227,824,331,526052
"Urban Outfitters","Polyester",2021,5876,13,5235,826,256,545090
"Zara","Polyester",2019,5247,23,5620,1013,258,562804
"Nike","Polyester",2020,4018,18,4374,1006,292,456018
"Forever 21","Polyester",2018,5667,10,5175,1118,360,455501
"Forever 21","Polyester",2022,4757,15,7949,988,312,560804
"Zara","Polyester",2020,5608,24,6244,1020,222,435710
"Nike","Polyester",2018,4076,18,4304,875,345,508707
"Zara","Polyester",2019,4815,21,4780,1025,344,566667
"Adidas","Polyester",2019,4109,10,5789,1280,244,545301
"Adidas","Polyester",2020,2684,11,7077,861,270,470666
"Nike","Polyester",2022,5379,10,4882,1324,262,596751
"Adidas","Polyester",2022,5165,17,6006,798,248,565915
"Adidas","Polyester",2019,5217,22,7792,821,312,562682
"Zara","Polyester",2021,4579,12,5018,896,360,560584
"Forever 21","Polyester",2021,4244,23,6020,1356,341,518017
"Forever 21","Polyester",2021,5656,15,6345,1124,286,499870
"Forever 21","Polyester",2020,5718,13,6212,956,243,448816
"Nike","Polyester",2020,5164,16,5321,861,354,450498
"Forever 21","Polyester",2020,4672,18,6203,882,253,442451
"Forever 21","Polyester",2018,4970,16,7386,742,256,506232
"Forever 21","Polyester",2019,1882,13,4107,753,266,594315
"Zara","Polyester",2021,3846,17,6625,1171,350,584509
"Forever 21","Polyester",2020,4105,14,4264,763,299,549478
"Nike","Polyester",2022,5952,20,6256,1188,349,478981
"Forever 21","Polyester",2020,2157,11,5345,826,309,534885
"Urban Outfitters","Polyester",2021,5836,21,5523,1288,325,474780
"Nike","Polyester",2022,4427,23,5933,1031,262,517046
"Forever 21","Polyester",2022,5888,11,4988,1437,293,548077
"Adidas","Polyester",2021,4596,13,4186,958,368,573464
"Forever 21","Polyester",2021,2375,22,4610,1292,265,436360
"Nike","Polyester",2022,4668,24,6177,1284,345,551646
"Forever 21","Polyester",2018,5694,14,5403,1110,359,566018
"Forever 21","Polyester",2021,4129,13,7447,1112,252,559845
"Nike","Polyester",2020,5397,13,4494,1079,291,430085
"Zara","Polyester",2022,4071,16,5020,1144,267,445370
"Zara","Polyester",2019,3904,18,4795,1486,282,475911
"Nike","Polyester",2019,2417,12,5629,1135,342,451532
"Urban Outfitters","Polyester",2018,2002,18,5939,839,233,559028
"Adidas","Polyester",2020,4942,16,5829,1471,338,506409
"Nike","Polyester",2020,4674,21,4565,1022,307,590237
"Adidas","Polyester",2019,4273,22,4380,1047,241,591453
"Zara","Polyester",2021,5778,23,4509,958,244,425150
"Zara","Polyester",2022,2953,16,5918,945,314,515221
"Adidas","Polyester",2018,5192,20,5871,721,252,569381
"Zara","Polyester",2018,2884,14,4174,956,232,452374
"Urban Outfitters","Polyester",2018,3159,13,5023,738,259,478839
"Zara","Polyester",2022,5219,10,5203,905,299,544164
"Nike","Polyester",2021,2961,13,4478,1031,314,580243
"Nike","Polyester",2019,5747,21,5453,963,359,576270
"Nike","Polyester",2018,4467,16,4305,877,348,491139
"Adidas","Polyester",2021,3547,11,4966,1444,335,495347
"Forever 21","Polyester",2020,5640,16,5594,939,251,486241
"Forever 21","Polyester",2018,4089,21,6012,738,328,492600
"Nike","Polyester",2021,4256,13,4174,1170,361,561950
"Forever 21","Polyester",2022,3781,13,5193,1139,272,581168
"Adidas","Polyester",2019,2621,15,4427,1439,334,554477
"Forever 21","Polyester",2018,4314,19,7424,970,232,536341
"Adidas","Polyester",2020,5275,15,5105,811,272,440397
"Urban Outfitters","Nylon",2019,4660,13,5861,909,347,444054
"Nike","Nylon",2022,4661,19,6170,1048,297,555843
"Nike","Nylon",2022,3667,14,6082,1491,350,443073
"Zara","Nylon",2020,4668,24,5667,1006,263,572071
"Urban Outfitters","Nylon",2018,5911,21,7414,1021,289,442744
"Zara","Nylon",2021,4403,21,5154,1158,309,547679
"Zara","Nylon",2018,5126,19,5209,1116,294,463448
"Forever 21","Nylon",2020,4143,20,5696,1139,330,582330
"Zara","Nylon",2019,5253,14,5541,758,339,494934
"Adidas","Nylon",2022,3561,24,5228,1282,311,572492
"Adidas","Nylon",2019,4727,21,5834,1407,233,487720
"Nike","Nylon",2018,4344,22,5674,1195,253,556791
"Urban Outfitters","Nylon",2019,5804,10,7370,728,329,513263
"Forever 21","Nylon",2020,4074,11,5733,1331,271,479756
"Forever 21","Nylon",2022,5011,17,7429,1266,318,504516
"Nike","Nylon",2018,5674,18,5514,754,340,550038
"Urban Outfitters","Nylon",2022,4667,10,5923,1106,245,432833
"Nike","Nylon",2019,4769,20,7301,954,296,473682
"Urban Outfitters","Nylon",2019,3602,15,7329,843,306,471042
"Zara","Nylon",2019,4210,20,4504,1176,344,562076
"Adidas","Nylon",2022,4173,9,5308,1348,307,486190
"Adidas","Nylon",2018,4398,19,7373,726,282,437359
"Zara","Nylon",2019,3534,11,4629,1125,258,533932
"Forever 21","Nylon",2021,4177,14,6788,974,254,482322
"Urban Outfitters","Nylon",2020,3280,17,5932,987,268,513398
"Nike","Nylon",2022,4854,12,6056,1389,266,467014
"Urban Outfitters","Nylon",2021,4801,19,6584,1018,280,542443
"Forever 21","Nylon",2019,2453,18,4351,1086,254,492551
"Urban Outfitters","Nylon",2020,4950,24,4084,801,235,487683
"Nike","Nylon",2018,4240,9,7432,1426,324,476908
"Adidas","Nylon",2019,5967,14,4112,1312,285,561513
"Adidas","Nylon",2022,4787,22,4972,1023,342,422426
"Nike","Nylon",2019,5796,10,4269,1261,299,550164
"Forever 21","Nylon",2021,5478,9,4601,1074,268,440707
"Nike","Nylon",2018,5887,13,5910,1397,270,557150
"Nike","Nylon",2019,3529,13,7370,1446,304,467542
"Nike","Nylon",2020,5102,9,6321,1059,262,489687
"Zara","Nylon",2018,2353,15,5949,1286,269,587081
"Nike","Nylon",2021,4783,18,7737,924,280,501849
"Adidas","Nylon",2020,4837,25,5043,1406,285,491253
"Urban Outfitters","Nylon",2018,2946,13,4418,1235,247,481607
"Adidas","Nylon",2019,5072,21,4014,1276,242,521587
"Nike","Nylon",2018,5135,10,5216,832,329,428198
"Adidas","Nylon",2022,5822,10,5580,1046,244,531343
"Urban Outfitters","Nylon",2020,1872,9,4894,1207,312,491918
"Nike","Nylon",2019,4929,23,4768,1223,234,508638
"Urban Outfitters","Nylon",2018,3673,10,5910,1097,232,441917
"Zara","Nylon",2018,4934,21,4428,832,278,430971
"Zara","Nylon",2022,3852,23,4076,1209,295,591144
"Forever 21","Nylon",2018,5896,10,7381,710,315,447560
"Adidas","Nylon",2022,5879,15,4520,1230,266,542934
"Nike","Nylon",2020,4001,19,4519,1098,300,536015
"Urban Outfitters","Nylon",2021,5200,22,5124,1195,301,427652
"Urban Outfitters","Nylon",2019,5880,12,5731,1036,333,494522
"Adidas","Nylon",2022,4253,13,4675,1186,250,504761
"Urban Outfitters","Nylon",2018,2422,22,4277,1238,343,548392
"Forever 21","Nylon",2022,2884,14,5620,1157,240,480051
"Urban Outfitters","Nylon",2021,2194,20,4052,1415,257,576297
"Urban Outfitters","Nylon",2020,4310,24,5837,1135,291,553883
"Nike","Nylon",2019,5896,24,5903,1372,331,453762
"Zara","Nylon",2022,3080,20,7330,1081,266,454497
"Zara","Nylon",2021,5177,10,6282,1262,298,443827
"Urban Outfitters","Nylon",2020,4764,23,5495,900,245,548160
"Adidas","Nylon",2020,5569,14,4001,874,230,496300
"Urban Outfitters","Nylon",2022,5818,24,5949,1275,345,552824
"Zara","Nylon",2018,5727,15,5603,1166,235,477256
"Forever 21","Nylon",2020,2173,17,4362,1445,273,438653
"Forever 21","Nylon",2020,5748,16,4335,1042,299,468530
"Adidas","Nylon",2019,4437,23,4729,1262,285,496192
"Urban Outfitters","Nylon",2020,4681,16,5296,1013,278,443706
"Zara","Nylon",2020,4947,18,4788,722,347,427580
"Forever 21","Nylon",2021,4822,14,4625,1246,322,484394
"Urban Outfitters","Nylon",2022,3324,23,5752,1210,297,481951
"Adidas","Nylon",2019,5702,15,7641,981,339,501616
"Forever 21","Nylon",2021,5082,14,6585,992,264,594542
"Urban Outfitters","Nylon",2019,3748,21,5499,811,313,450019
"Forever 21","Nylon",2021,5457,20,6123,711,324,505661
"Urban Outfitters","Nylon",2020,4560,9,5022,872,262,533056
"Nike","Nylon",2019,3432,22,5745,1438,281,509397
"Zara","Nylon",2019,3844,17,4741,1219,234,559627
"Zara","Nylon",2021,4536,20,4937,754,253,597017
"Forever 21","Nylon",2020,5635,15,4457,1116,310,533083
"Nike","Nylon",2018,4275,17,5904,1246,305,573786
"Forever 21","Nylon",2018,5416,20,4443,1100,263,508420
"Forever 21","Nylon",2018,4848,24,5967,1170,237,543126
"Adidas","Nylon",2022,3541,25,5701,1250,263,546028
"Adidas","Nylon",2022,4721,19,5525,1313,248,519348
"Nike","Nylon",2019,2291,10,6238,1469,251,551935
"Adidas","Nylon",2021,3424,13,6259,1012,333,489334
"Zara","Nylon",2018,2764,13,4441,1159,241,459145
"Zara","Nylon",2019,5294,9,6241,743,299,434519
"Nike","Nylon",2020,3844,19,6222,1439,317,492547
"Forever 21","Nylon",2021,4993,12,5576,1279,315,470915
"Urban Outfitters","Nylon",2021,2053,22,4271,1275,305,458158
"Adidas","Nylon",2022,4473,9,4090,999,345,472554
"Adidas","Nylon",2019,4152,14,5529,766,267,569922
"Nike","Nylon",2018,4777,24,4915,1241,274,565229
"Forever 21","Nylon",2018,3865,12,5663,702,319,571950
"Nike","Nylon",2019,5316,23,5557,874,259,561787
"Nike","Nylon",2022,5202,13,4004,929,297,479421
"Zara","Nylon",2022,4245,20,5604,1257,247,530900
"Zara","Nylon",2019,5443,25,7761,1315,233,531967
"Nike","Nylon",2019,3577,25,7958,1144,280,478467
"Urban Outfitters","Nylon",2021,4647,22,4729,1491,319,599898
"Nike","Nylon",2019,2981,17,6228,1176,339,573978
"Zara","Nylon",2022,5479,9,6254,1002,313,562808
"Forever 21","Nylon",2019,4925,24,4458,1291,230,569054
"Zara","Nylon",2021,5779,22,5961,1406,300,553454
"Nike","Nylon",2019,2041,19,4567,925,281,453182
"Nike","Nylon",2020,4335,11,4312,859,335,420872
"Forever 21","Nylon",2022,4286,17,6406,831,343,532531
"Nike","Nylon",2021,4777,11,5625,1441,235,481876
"Zara","Nylon",2018,4831,24,6232,1164,277,482882
"Urban Outfitters","Nylon",2020,4473,17,5116,1126,251,510452
"Nike","Nylon",2021,4618,13,7545,1164,252,523872
"Zara","Nylon",2022,5841,16,5195,847,239,472578
"Zara","Nylon",2020,4513,12,4683,927,317,519109
"Forever 21","Nylon",2020,5385,21,5618,1376,246,544253
"Urban Outfitters","Nylon",2018,3163,21,7065,1466,326,507253
"Adidas","Nylon",2018,5155,25,5189,994,234,590538
"Nike","Nylon",2021,5914,19,4852,1221,265,426031
"Urban Outfitters","Nylon",2021,3352,13,4146,897,312,575437
